source_file_name,source_row_number,street,from_street,to_street,addid,addy_from,addy_to,rating_from,rating_to,geojson_from,geojson_to
G_P Schedule as of 1-5-2017.pdf,13,N Columbia Blvd, Peninsular Ave,Interstate Pl. ***shortened,13,"2998 N Columbia Blvd, Portland, OR 97217","1600 N Columbia Blvd, Portland, OR 97217",2,2,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.697216,45.5888]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.682661,45.58468]}"
G_P Schedule as of 1-5-2017.pdf,14,SW Washington St, 9th Ave,1st Ave,14,"900 SW Washington St, Portland, OR 97205","SW Washington St, Portland, OR",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.680423,45.521083]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.672883,45.519071]}"
G_P Schedule as of 1-5-2017.pdf,15,NW Glisan St, 11th Ave,Broadway,15,"1098 NW Glisan St, Portland, OR 97209","700 NW Glisan St, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.682249,45.526523]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.677568,45.526608]}"
G_P Schedule as of 1-5-2017.pdf,18,NW 21st Ave, Marshall St,Thurman Ramp,16,"1101 NW 21st Ave, Portland, OR 97209","1800 NW 21st Ave, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.694579,45.530577]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.694762,45.53557]}"
G_P Schedule as of 1-5-2017.pdf,19,NW 14th Ave, Burnside St,Northrup St,17,"1 NE 14th Ave, Portland, OR 97232","1201 NW 14th Ave, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.651577,45.522901]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.685477,45.531457]}"
G_P Schedule as of 1-5-2017.pdf,20,NW 21st Ave, Vaughn St,Sherlock Ave,18,"2001 NW 21st Ave, Portland, OR 97209","2499 NW 21st Ave, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.694806,45.536972]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.694707,45.540732]}"
G_P Schedule as of 1-5-2017.pdf,21,NE 57th Ave, Halsey St,Fremont St,19,"1501 NE 57th Ave, Portland, OR 97213","3501 NE 57th Ave, Portland, OR 97213",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.604737,45.533714]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.604542,45.548242]}"
Pavement Moratorium.csv,1,Se 29Th Ave,Clay St,,33,"1598 SE 29th Ave, Portland, OR 97214","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.63612,45.511197]}",
Pavement Moratorium.csv,2,Sw Montgomery Dr,Clifton St,,34,"2098 SW Montgomery Dr, Portland, OR 97201","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.699646,45.512497]}",
Pavement Moratorium.csv,3,Ne 52Nd Ave,Clackamas St,Halsey St,35,"1399 NE 52nd Ave, Portland, OR 97213","1501 NE 52nd Ave, Portland, OR 97213",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.610113,45.532994]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.610018,45.533728]}"
Pavement Moratorium.csv,4,W Burnside St ,325' E Of Maywood Dr,503' E Of Maywood Rd,36,"","",-1,-1,,
Pavement Moratorium.csv,5,W Burnside St ,Macleay Blvd,Maywood Dr,37,"2798 W Burnside St, Portland, OR 97210","2700 W Burnside St, Portland, OR 97210",2,2,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.709738,45.523427]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.70749,45.523923]}"
Pavement Moratorium.csv,6,Ne 15Th Ave ,Hancock St,,38,"1901 NE 15th Ave, Portland, OR 97212","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.650475,45.536464]}",
Pavement Moratorium.csv,7,Ne 9Th Ave ,Halsey St,Broadway,39,"1501 NE 9th Ave, Portland, OR 97212","1701 NE 9th Ave, Portland, OR 97212",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.656588,45.533626]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.656572,45.535058]}"
Pavement Moratorium.csv,8,Nw Glisan St - ,13Th Ave,11Th Ave,40,"1300 NW Glisan St, Portland, OR 97209","1098 NW Glisan St, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.684278,45.526486]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.682249,45.526523]}"
Pavement Moratorium.csv,9,Nw Thurman St,Gordon St,31St Ave,41,"3599 NW Thurman St, Portland, OR 97210","3100 NW Thurman St, Portland, OR 97210",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.719659,45.5385]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.713654,45.535736]}"
Pavement Moratorium.csv,10,Nw 16Th Ave,Lovejoy,Thurman St,42,"1001 NW 16th Ave, Portland, OR 97209","1899 NW 16th Ave, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.687473,45.529992]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.687666,45.535699]}"
Pavement Moratorium.csv,11,Sw Pine St,4Th Ave,Naito Pkwy,43,"400 SW Pine St, Portland, OR 97204","2 SW Pine St, Portland, OR 97204",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.674753,45.521862]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.670837,45.520818]}"
Pavement Moratorium.csv,12,Ne Laurelhurst Pl,42Nd Ave,43Rd Ave,44,"4199 NE Laurelhurst Pl, Portland, OR 97232","4299 NE Laurelhurst Pl, Portland, OR 97213",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.620404,45.529454]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.618311,45.529797]}"
Pavement Moratorium.csv,13,Nw Pettygrove St,Nw 24Th Ave,Nw 25Th Ave,45,"2400 NW Pettygrove St, Portland, OR 97210","2500 NW Pettygrove St, Portland, OR 97210",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.700744,45.532603]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.702733,45.532566]}"
Pavement Moratorium.csv,14,Ne Multnomah St,1St Ave,Mlk Jr Blvd,46,"","",-1,-1,,
Pavement Moratorium.csv,15,N Multnomah St,Interstate Ave,1St Ave,47,"99 N Multnomah St, Portland, OR 97227","",2,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.667209,45.529964]}",
Pavement Moratorium.csv,16,Se Belmont St,12Th Ave,Se 25Th Av,48,"1199 SE Belmont St, Portland, OR 97214","2499 SE Belmont St, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.653653,45.516493]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.640143,45.516444]}"
Pavement Moratorium.csv,17,Se Belmont St,49Th Ave,55Th Ave,49,"4899 SE Belmont St, Portland, OR 97215","5501 SE Belmont St, Portland, OR 97215",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.612566,45.516558]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.60682,45.516641]}"
Pavement Moratorium.csv,18,Se Water Ave,Alder St,Stark St,50,"750 SE Water Ave, Portland, OR 97214","500 SE Water Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.665871,45.517932]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.66544,45.519332]}"
Pavement Moratorium.csv,19,Se Yamhill St,69Th Ave,76Th Ave,51,"6899 SE Yamhill St, Portland, OR 97215","7599 SE Yamhill St, Portland, OR 97215",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.592208,45.516167]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.585249,45.516367]}"
Pavement Moratorium.csv,20,Sw 14Th Ave,Jefferson St,196' N Of Morrison St (Struct),52,"1300 SW 14th Ave, Portland, OR 97201","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.688399,45.517095]}",
Pavement Moratorium.csv,21,Sw 1St Ave,Yamhill St,Morrison St,53,"800 SW 1st Ave, Portland, OR 97204","701 SW 1st Ave, Portland, OR 97204",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.673964,45.51707]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.673603,45.517737]}"
Pavement Moratorium.csv,22,Sw Alder St,14Th Ave,Burnside St,54,"1400 SW Alder St, Portland, OR 97205","1898 SW Alder St, Portland, OR 97205",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.685834,45.521758]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.690222,45.52301]}"
Pavement Moratorium.csv,23,E Burnside St,44Th Ave,47Th Ave,55,"4399 E Burnside St, Portland, OR 97215","4699 E Burnside St, Portland, OR 97215",2,2,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.617305,45.52307]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.615003,45.522974]}"
Pavement Moratorium.csv,24,N Wheeler Ave,Winning Way,Weidler St,56,"1401 N Wheeler Ave, Portland, OR 97227","1601 N Wheeler Ave, Portland, OR 97227",2,2,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.666743,45.533036]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.668263,45.534357]}"
Pavement Moratorium.csv,25,Ne 16Th Dr,13Th Ave,Multnomah St,57,"","1201 NE 16th Ave, Portland, OR 97232",-1,6,,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.649463,45.53147]}"
Pavement Moratorium.csv,26,Ne 41St Ave,Wistaria Dr,Fremont St,58,"3000 NE 41st Ave, Portland, OR 97212","3499 NE 41st Ave, Portland, OR 97212",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.622094,45.544489]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.620789,45.5483]}"
Pavement Moratorium.csv,27,Ne 47Th Ave,Halsey St,Sandy Blvd,59,"1501 NE 47th Ave, Portland, OR 97213","2201 NE 47th Ave, Portland, OR 97213",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.614987,45.533762]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.614972,45.538345]}"
Pavement Moratorium.csv,28,Ne Holladay St,9Th Ave,13Th Ave,60,"899 NE Holladay St, Portland, OR 97232","1499 NE Holladay St, Portland, OR 97232",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.656574,45.53004]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.65256,45.530096]}"
Pavement Moratorium.csv,29,Ne Multnomah St,16Th Ave,21St Ave,61,"1601 NE Multnomah St, Portland, OR 97232","2099 NE Multnomah St, Portland, OR 97232",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.649463,45.53147]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.644851,45.531456]}"
Pavement Moratorium.csv,30,E Burnside St,32Nd Ave,Cesar E Chavez Blvd,62,"3199 E Burnside St, Portland, OR 97214","",2,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.631688,45.522866]}",
Pavement Moratorium.csv,31,Ne Tillamook St,37Th Ave,43Rd Ave,63,"3701 NE Tillamook St, Portland, OR 97212","4299 NE Tillamook St, Portland, OR 97213",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.624997,45.537777]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.61891,45.537775]}"
Pavement Moratorium.csv,32,Se Morrison St,12Th Ave,19Th Ave,64,"1200 SW Morrison St, Portland, OR 97205","1899 SE Morrison St, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.684143,45.520556]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.646544,45.517179]}"
Pavement Moratorium.csv,33,Nw Everett St,23Rd Ave,19Th Ave,65,"2300 NW Everett St, Portland, OR 97210","NW Everett St, Portland, OR",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.69842,45.524796]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.69031,45.524948]}"
Pavement Moratorium.csv,34,Se Alder St,SE 3Rd Ave,SE Mlk Jr,66,"300 SW Alder St, Portland, OR 97204","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.675176,45.51892]}",
Pavement Moratorium.csv,35,Ne Glisan St,Ne 67Th Ave,Ne 82Nd Ave,67,"6701 NE Glisan St, Portland, OR 97213","8199 NE Glisan St, Portland, OR 97213",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.594475,45.526472]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.579038,45.526423]}"
Pavement Moratorium.csv,36,Ne 28Th Ave - ,Ne Couch St,Ne Flanders St,68,"100 NE 28th Ave, Portland, OR 97232","401 NE 28th Ave, Portland, OR 97232",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.637248,45.523589]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.637214,45.525727]}"
Pavement Moratorium.csv,39,1313 W Burnside St,,,71,"","",-1,-1,,
Pavement Moratorium.csv,40,Ne Cesar E Chavez Blvd,Ne Wasco St,Ne Senate St,72,"","",-1,-1,,
Pavement Moratorium.csv,41,Ne Glisan St,Ne 24Th Ave,Ne 26Th Ave/Ne Buxton St,73,"2400 NW Glisan St, Portland, OR 97210","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.700504,45.526187]}",
Pavement Moratorium.csv,42,N Larrabee Ave,N Interstate Ave,N Winning Way,74,"2401 N Larrabee Ave, Portland, OR 97227","1201 N Larrabee Ave, Portland, OR 97227",2,2,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.677118,45.540395]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.670636,45.532975]}"
Pavement Moratorium.csv,43,Ne Wheeler Ave,N Interstate Ave,Ne Holladay St,75,"","",-1,-1,,
Pavement Moratorium.csv,44,Ne 16Th Ave,E Burnside St,Ne Sandy Blvd,76,"500 SW 16th Ave, Portland, OR 97205","199 NE 16th Ave, Portland, OR 97232",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.687506,45.522888]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.649515,45.52443]}"
Pavement Moratorium.csv,45,3035-3055 Nw Rio Vista Ter,,,77,"","",-1,-1,,
Pavement Moratorium.csv,87,Ne 12Th Ave,Glisan St,593' N Of Glisan St,119,"501 NW 12th Ave, Portland, OR 97209","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.683263,45.526504]}",
Pavement Moratorium.csv,46,Ne Stanton St,Ne 27Th Ave,Ne 28Th Ave,78,"2699 NE Stanton St, Portland, OR 97212","2799 NE Stanton St, Portland, OR 97212",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.638072,45.54362]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.637057,45.543618]}"
Pavement Moratorium.csv,47,Nw 21St Ave,Nw Sherlock Ave,Nw Front Ave,79,"2499 NW 21st Ave, Portland, OR 97209","2599 NW 21st Ave, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.694707,45.540732]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.69404,45.541275]}"
